session_id,n_unique_categories,n_unique_models,n_clicks,avg_price_viewed,total_price_viewed,total_spend,purchase_flag,country,most_common_category,day_of_week,month,avg_spend_per_click,avg_price_per_click
13318,2,8,8,48.25,386,2128,1,29,2,5,6,266.0,48.25
13319,1,2,2,52.0,104,156,1,29,2,5,6,78.0,52.0
13320,2,4,4,52.5,210,601,1,29,2,5,6,150.25,52.5
13321,1,1,1,62.0,62,62,1,29,1,5,6,62.0,62.0
13322,3,8,9,45.333333333333336,408,2076,1,29,1,5,6,230.66666666666666,45.333333333333336
13323,1,3,3,47.666666666666664,143,387,1,29,1,5,6,129.0,47.666666666666664
13324,1,13,15,44.93333333333333,674,6017,1,29,3,5,6,401.1333333333333,44.93333333333333
13326,1,1,1,28.0,28,28,1,29,3,5,6,28.0,28.0
13327,1,2,2,33.0,66,142,1,29,4,5,6,71.0,33.0
13328,1,3,3,57.0,171,342,1,29,2,5,6,114.0,57.0
13329,1,5,7,39.285714285714285,275,1431,1,29,1,5,6,204.42857142857142,39.285714285714285
13330,4,17,19,43.36842105263158,824,11874,1,29,2,5,6,624.9473684210526,43.36842105263158
13331,4,12,13,39.76923076923077,517,3917,1,29,4,5,6,301.3076923076923,39.76923076923077
13332,2,70,75,40.06666666666667,3005,164275,1,16,4,5,6,2190.3333333333335,40.06666666666667
13333,1,4,4,58.5,234,616,1,29,2,5,6,154.0,58.5
13334,2,3,3,39.333333333333336,118,433,1,29,4,5,6,144.33333333333334,39.333333333333336
13335,1,4,4,36.0,144,364,1,29,3,5,6,91.0,36.0
13336,2,5,5,43.8,219,682,1,29,1,5,6,136.4,43.8
13337,3,4,7,49.714285714285715,348,1624,1,29,1,5,6,232.0,49.714285714285715
13338,2,2,2,25.5,51,74,1,29,3,5,6,37.0,25.5
13339,2,2,2,33.0,66,99,1,29,1,5,6,49.5,33.0
13340,1,1,1,38.0,38,76,1,29,1,5,6,76.0,38.0
13341,1,1,1,52.0,52,52,1,29,2,5,6,52.0,52.0
13342,1,1,1,38.0,38,38,1,29,2,5,6,38.0,38.0
13343,3,4,4,42.75,171,904,1,46,1,5,6,226.0,42.75
13344,1,3,3,57.0,171,399,1,9,2,5,6,133.0,57.0
13346,1,3,4,58.25,233,917,1,29,2,5,6,229.25,58.25
13347,2,4,4,39.75,159,540,1,29,3,5,6,135.0,39.75
13348,3,7,7,36.42857142857143,255,1097,1,29,4,5,6,156.71428571428572,36.42857142857143
13349,1,4,4,39.75,159,438,1,29,1,5,6,109.5,39.75
13350,2,3,3,38.0,114,243,1,29,1,5,6,81.0,38.0
13351,1,5,6,48.166666666666664,289,1281,1,9,2,5,6,213.5,48.166666666666664
13352,2,3,4,40.25,161,572,1,29,2,5,6,143.0,40.25
13353,1,1,1,57.0,57,57,1,29,3,5,6,57.0,57.0
13354,1,1,1,33.0,33,33,1,9,1,5,6,33.0,33.0
13355,2,3,4,58.75,235,811,1,9,1,5,6,202.75,58.75
13356,2,2,2,30.5,61,117,1,9,1,5,6,58.5,30.5
13357,2,7,8,42.875,343,1906,1,9,1,5,6,238.25,42.875
13358,3,9,9,46.22222222222222,416,2400,1,9,3,5,6,266.6666666666667,46.22222222222222
13359,1,1,1,38.0,38,76,1,34,1,5,6,76.0,38.0
13360,1,1,1,62.0,62,62,1,24,2,5,6,62.0,62.0
13361,1,1,1,38.0,38,38,1,10,1,5,6,38.0,38.0
13362,3,11,11,48.90909090909091,538,4469,1,29,3,5,6,406.27272727272725,48.90909090909091
13363,3,9,9,41.22222222222222,371,3320,1,29,2,5,6,368.8888888888889,41.22222222222222
13364,2,3,3,41.0,123,270,1,29,1,6,6,90.0,41.0
13365,1,1,1,33.0,33,33,1,29,3,6,6,33.0,33.0
13366,1,1,1,57.0,57,57,1,29,2,6,6,57.0,57.0
13367,2,6,7,46.285714285714285,324,2429,1,9,3,6,6,347.0,46.285714285714285
13368,1,1,1,43.0,43,43,1,29,1,6,6,43.0,43.0
13369,1,1,1,38.0,38,38,1,29,4,6,6,38.0,38.0
13370,3,13,13,45.46153846153846,591,5651,1,29,3,6,6,434.6923076923077,45.46153846153846
13371,1,5,5,49.4,247,693,1,9,2,6,6,138.6,49.4
13372,1,2,2,30.5,61,94,1,29,4,6,6,47.0,30.5
13373,3,18,18,40.22222222222222,724,7740,1,27,3,6,6,430.0,40.22222222222222
13374,2,11,11,48.45454545454545,533,4019,1,9,2,6,6,365.3636363636364,48.45454545454545
13376,2,5,5,40.8,204,692,1,29,1,6,6,138.4,40.8
13377,1,6,6,51.5,309,1060,1,29,2,6,6,176.66666666666666,51.5
13378,2,14,14,47.5,665,5095,1,9,1,6,6,363.92857142857144,47.5
13379,1,1,1,28.0,28,28,1,29,3,6,6,28.0,28.0
13380,1,5,5,48.6,243,742,1,29,2,6,6,148.4,48.6
13381,2,5,5,47.4,237,634,1,29,2,6,6,126.8,47.4
13382,2,2,2,33.0,66,109,1,29,1,6,6,54.5,33.0
13383,1,1,1,57.0,57,114,1,29,2,6,6,114.0,57.0
13384,1,1,1,33.0,33,33,1,24,2,6,6,33.0,33.0
13385,1,1,1,38.0,38,38,1,29,1,6,6,38.0,38.0
13386,1,1,1,62.0,62,124,1,29,1,6,6,124.0,62.0
13387,1,1,1,62.0,62,62,1,29,1,6,6,62.0,62.0
13388,1,1,1,57.0,57,57,1,29,2,6,6,57.0,57.0
13389,1,7,7,44.42857142857143,311,1234,1,29,3,6,6,176.28571428571428,44.42857142857143
13390,1,1,1,62.0,62,62,1,29,2,6,6,62.0,62.0
13391,3,3,3,38.0,114,218,1,29,2,6,6,72.66666666666667,38.0
13392,1,1,1,28.0,28,56,1,29,3,6,6,56.0,28.0
13393,2,6,7,46.142857142857146,323,1691,1,29,2,6,6,241.57142857142858,46.142857142857146
13394,2,7,7,48.857142857142854,342,1403,1,29,2,6,6,200.42857142857142,48.857142857142854
13395,1,13,13,47.15384615384615,613,4106,1,29,2,6,6,315.84615384615387,47.15384615384615
13396,1,1,1,60.0,60,60,1,29,1,6,6,60.0,60.0
13397,2,3,3,44.333333333333336,133,536,1,29,1,6,6,178.66666666666666,44.333333333333336
13398,2,2,3,43.0,129,243,1,29,3,6,6,81.0,43.0
13399,1,1,1,52.0,52,52,1,29,2,6,6,52.0,52.0
13400,3,3,3,48.333333333333336,145,327,1,29,2,6,6,109.0,48.333333333333336
13401,3,5,6,37.833333333333336,227,746,1,29,1,6,6,124.33333333333333,37.833333333333336
13402,1,2,2,47.5,95,133,1,29,2,6,6,66.5,47.5
13403,2,3,3,46.0,138,252,1,29,1,6,6,84.0,46.0
13405,2,2,2,28.0,56,140,1,29,3,6,6,70.0,28.0
13406,3,7,7,39.57142857142857,277,1388,1,29,3,6,6,198.28571428571428,39.57142857142857
13407,1,1,1,62.0,62,62,1,29,2,6,6,62.0,62.0
13408,2,7,7,40.714285714285715,285,1290,1,29,4,6,6,184.28571428571428,40.714285714285715
13410,1,3,5,48.0,240,720,1,29,3,6,6,144.0,48.0
13411,1,1,2,38.0,76,152,1,29,4,6,6,76.0,38.0
13412,2,8,12,43.25,519,4480,1,29,3,6,6,373.3333333333333,43.25
13413,1,1,1,38.0,38,38,1,29,1,6,6,38.0,38.0
13414,3,8,8,32.375,259,1474,1,29,4,6,6,184.25,32.375
13415,2,5,6,54.5,327,1508,1,29,1,6,6,251.33333333333334,54.5
13416,1,2,2,57.0,114,171,1,29,2,6,6,85.5,57.0
13417,2,3,3,47.666666666666664,143,535,1,29,2,6,6,178.33333333333334,47.666666666666664
13418,2,6,6,47.5,285,1282,1,29,1,6,6,213.66666666666666,47.5
13419,3,13,15,41.2,618,5778,1,29,2,6,6,385.2,41.2
13420,1,2,2,50.0,100,162,1,29,1,6,6,81.0,50.0
13421,1,1,1,57.0,57,57,1,29,2,6,6,57.0,57.0
13422,1,2,2,47.5,95,242,1,29,2,6,6,121.0,47.5
13423,1,1,1,52.0,52,52,1,29,2,6,6,52.0,52.0
13424,1,1,1,33.0,33,33,1,29,4,6,6,33.0,33.0
13425,1,1,1,33.0,33,33,1,29,4,6,6,33.0,33.0
13426,2,4,4,29.75,119,379,1,9,1,6,6,94.75,29.75
13427,1,3,3,49.333333333333336,148,267,1,29,2,6,6,89.0,49.333333333333336
13428,2,3,3,37.666666666666664,113,255,1,29,2,6,6,85.0,37.666666666666664
13429,2,7,7,40.714285714285715,285,1468,1,29,2,6,6,209.71428571428572,40.714285714285715
13430,2,6,6,47.5,285,1023,1,29,2,6,6,170.5,47.5
13431,2,7,7,46.0,322,1404,1,29,1,6,6,200.57142857142858,46.0
13432,4,14,15,54.53333333333333,818,7871,1,29,1,6,6,524.7333333333333,54.53333333333333
13433,3,9,10,47.6,476,2527,1,29,2,6,6,252.7,47.6
13434,1,3,5,48.6,243,758,1,9,1,6,6,151.6,48.6
13435,2,7,8,48.5,388,1796,1,29,1,6,6,224.5,48.5
13436,3,4,4,37.75,151,402,1,29,3,6,6,100.5,37.75
13437,3,5,7,47.142857142857146,330,1618,1,29,3,6,6,231.14285714285714,47.142857142857146
13438,1,1,1,33.0,33,33,1,29,1,6,6,33.0,33.0
13439,1,1,1,43.0,43,43,1,9,1,6,6,43.0,43.0
13440,1,4,5,53.2,266,836,1,29,2,6,6,167.2,53.2
13441,1,8,11,48.81818181818182,537,3867,1,29,2,6,6,351.54545454545456,48.81818181818182
13442,2,2,2,43.0,86,162,1,29,2,6,6,81.0,43.0
13443,1,4,6,44.166666666666664,265,1007,1,29,3,6,6,167.83333333333334,44.166666666666664
13444,1,1,1,82.0,82,82,1,29,1,6,6,82.0,82.0
13445,3,4,4,46.5,186,467,1,29,1,6,6,116.75,46.5
13446,3,16,16,44.1875,707,8607,1,29,2,6,6,537.9375,44.1875
13447,1,1,1,43.0,43,43,1,29,1,6,6,43.0,43.0
13448,4,7,7,48.857142857142854,342,1702,1,29,2,6,6,243.14285714285714,48.857142857142854
13449,4,13,13,41.92307692307692,545,4111,1,29,2,6,6,316.2307692307692,41.92307692307692
13450,1,1,1,23.0,23,23,1,29,3,6,6,23.0,23.0
13451,2,2,5,37.8,189,618,1,29,4,6,6,123.6,37.8
13452,2,6,7,35.142857142857146,246,1083,1,29,3,6,6,154.71428571428572,35.142857142857146
13453,1,1,1,48.0,48,48,1,47,3,6,6,48.0,48.0
13454,1,1,1,38.0,38,38,1,9,1,6,6,38.0,38.0
13455,2,16,17,43.88235294117647,746,7771,1,9,2,6,6,457.11764705882354,43.88235294117647
13456,2,2,2,46.5,93,143,1,29,1,6,6,71.5,46.5
13457,1,3,3,46.0,138,232,1,29,1,6,6,77.33333333333333,46.0
13458,2,4,4,43.75,175,525,1,29,2,6,6,131.25,43.75
13459,1,2,2,30.5,61,84,1,29,4,6,6,42.0,30.5
13460,2,5,7,44.285714285714285,310,1517,1,29,2,6,6,216.71428571428572,44.285714285714285
13461,4,30,38,40.39473684210526,1535,37949,1,29,3,6,6,998.6578947368421,40.39473684210526
13463,1,1,1,57.0,57,57,1,29,2,6,6,57.0,57.0
13464,3,8,9,38.44444444444444,346,2068,1,29,1,6,6,229.77777777777777,38.44444444444444
13465,1,1,1,33.0,33,33,1,29,3,6,6,33.0,33.0
13466,1,6,11,49.54545454545455,545,3740,1,29,2,6,6,340.0,49.54545454545455
13467,1,2,2,33.0,66,99,1,44,1,6,6,49.5,33.0
13468,1,1,1,38.0,38,76,1,29,1,6,6,76.0,38.0
13469,1,1,1,33.0,33,33,1,29,4,6,6,33.0,33.0
13470,1,3,3,49.333333333333336,148,272,1,29,2,6,6,90.66666666666667,49.333333333333336
13471,1,3,3,42.666666666666664,128,242,1,29,2,6,6,80.66666666666667,42.666666666666664
13472,2,4,4,37.75,151,387,1,9,1,6,6,96.75,37.75
13473,3,16,17,47.8235294117647,813,7420,1,9,1,6,6,436.47058823529414,47.8235294117647
13474,1,4,4,52.25,209,507,1,9,2,6,6,126.75,52.25
13475,1,2,2,52.0,104,156,1,29,2,6,6,78.0,52.0
13476,2,2,2,35.5,71,104,1,29,1,6,6,52.0,35.5
13477,2,2,2,38.0,76,200,1,46,1,6,6,100.0,38.0
13478,1,1,1,43.0,43,86,1,29,2,6,6,86.0,43.0
13479,4,41,44,37.47727272727273,1649,44527,1,29,4,6,6,1011.9772727272727,37.47727272727273
13480,2,8,9,39.666666666666664,357,2098,1,29,3,6,6,233.11111111111111,39.666666666666664
13481,2,3,3,51.666666666666664,155,411,1,29,1,6,6,137.0,51.666666666666664
13482,1,3,4,56.0,224,548,1,29,1,6,6,137.0,56.0
13483,2,4,4,35.5,142,423,1,29,1,6,6,105.75,35.5
13484,2,6,6,41.0,246,773,1,29,3,6,6,128.83333333333334,41.0
13485,1,1,1,48.0,48,48,1,29,3,6,6,48.0,48.0
13486,2,2,3,44.666666666666664,134,359,1,9,1,6,6,119.66666666666667,44.666666666666664
13487,2,2,2,42.5,85,137,1,29,1,6,6,68.5,42.5
13488,1,4,4,38.0,152,350,1,29,3,6,6,87.5,38.0
13489,2,4,4,54.75,219,591,1,29,2,6,6,147.75,54.75
13490,1,1,1,38.0,38,38,1,29,2,6,6,38.0,38.0
13491,1,1,1,67.0,67,67,1,29,2,6,6,67.0,67.0
13492,3,14,14,41.92857142857143,587,5189,1,29,3,0,6,370.64285714285717,41.92857142857143
13493,2,12,15,52.333333333333336,785,7231,1,29,2,0,6,482.06666666666666,52.333333333333336
13494,3,7,8,37.375,299,1530,1,29,1,0,6,191.25,37.375
13495,2,5,5,37.8,189,734,1,29,2,0,6,146.8,37.8
13496,1,1,1,57.0,57,57,1,29,2,0,6,57.0,57.0
13497,1,4,4,57.25,229,1164,1,9,1,0,6,291.0,57.25
13498,2,4,4,38.0,152,519,1,29,4,0,6,129.75,38.0
13499,2,13,13,39.76923076923077,517,4582,1,29,4,0,6,352.46153846153845,39.76923076923077
13500,3,24,24,43.25,1038,12784,1,16,1,0,6,532.6666666666666,43.25
13501,2,3,4,57.0,228,679,1,29,2,0,6,169.75,57.0
13502,2,10,16,47.0625,753,6432,1,9,1,0,6,402.0,47.0625
13503,3,6,6,37.0,222,1187,1,29,2,0,6,197.83333333333334,37.0
13504,1,3,3,50.666666666666664,152,475,1,31,2,0,6,158.33333333333334,50.666666666666664
13505,1,1,1,28.0,28,28,1,29,4,0,6,28.0,28.0
13506,1,1,1,57.0,57,57,1,29,3,0,6,57.0,57.0
13507,2,4,5,55.2,276,1018,1,41,1,0,6,203.6,55.2
13508,2,3,3,42.666666666666664,128,285,1,29,3,0,6,95.0,42.666666666666664
13509,2,8,8,40.75,326,1596,1,29,4,0,6,199.5,40.75
13510,2,6,7,40.0,280,1729,1,29,1,0,6,247.0,40.0
13511,1,10,10,35.5,355,3732,1,29,4,0,6,373.2,35.5
13512,2,6,6,47.5,285,1603,1,29,1,0,6,267.1666666666667,47.5
13513,2,2,3,33.0,99,213,1,29,1,0,6,71.0,33.0
13514,1,2,2,54.5,109,223,1,9,3,0,6,111.5,54.5
13515,1,1,1,52.0,52,52,1,9,2,0,6,52.0,52.0
13516,1,1,1,23.0,23,23,1,9,3,0,6,23.0,23.0
13517,1,1,1,43.0,43,43,1,9,1,0,6,43.0,43.0
13518,1,1,1,43.0,43,43,1,29,4,0,6,43.0,43.0
13519,2,5,5,36.0,180,664,1,29,4,0,6,132.8,36.0
13520,1,2,2,47.5,95,152,1,29,2,0,6,76.0,47.5
13521,4,17,17,43.35294117647059,737,7168,1,29,1,0,6,421.6470588235294,43.35294117647059
13522,1,1,1,28.0,28,28,1,29,1,0,6,28.0,28.0
13523,2,7,7,45.57142857142857,319,1296,1,29,1,0,6,185.14285714285714,45.57142857142857
13524,2,12,12,36.916666666666664,443,3224,1,29,4,0,6,268.6666666666667,36.916666666666664
13525,1,1,1,23.0,23,23,1,24,4,0,6,23.0,23.0
13526,1,1,1,38.0,38,38,1,24,4,0,6,38.0,38.0
13527,1,3,3,42.666666666666664,128,242,1,24,2,0,6,80.66666666666667,42.666666666666664
13528,2,6,6,31.333333333333332,188,739,1,24,4,0,6,123.16666666666667,31.333333333333332
13529,1,1,1,48.0,48,96,1,9,3,0,6,96.0,48.0
13530,1,2,2,46.5,93,126,1,29,1,0,6,63.0,46.5
13531,2,4,4,47.5,190,483,1,29,1,0,6,120.75,47.5
13532,1,2,2,38.0,76,114,1,46,1,0,6,57.0,38.0
13533,2,3,4,43.75,175,695,1,29,1,0,6,173.75,43.75
13534,4,18,20,40.5,810,12759,1,37,1,0,6,637.95,40.5
13535,1,1,1,82.0,82,82,1,21,1,0,6,82.0,82.0
13536,2,3,3,41.0,123,460,1,29,4,0,6,153.33333333333334,41.0
13537,1,1,1,57.0,57,57,1,9,2,0,6,57.0,57.0
13538,1,1,1,38.0,38,38,1,9,1,0,6,38.0,38.0
13539,3,12,12,48.166666666666664,578,3958,1,9,3,0,6,329.8333333333333,48.166666666666664
13540,3,3,3,36.333333333333336,109,337,1,29,1,0,6,112.33333333333333,36.333333333333336
13541,2,7,7,43.142857142857146,302,1254,1,29,3,0,6,179.14285714285714,43.142857142857146
13542,2,3,3,51.0,153,511,1,29,2,0,6,170.33333333333334,51.0
13543,2,7,7,47.285714285714285,331,1742,1,29,1,0,6,248.85714285714286,47.285714285714285
13544,1,1,1,57.0,57,57,1,29,2,0,6,57.0,57.0
13545,1,7,12,47.333333333333336,568,4489,1,29,1,0,6,374.0833333333333,47.333333333333336
13546,1,1,1,57.0,57,114,1,29,2,0,6,114.0,57.0
13547,2,8,8,39.5,316,1958,1,29,1,0,6,244.75,39.5
13548,1,1,1,48.0,48,144,1,29,3,0,6,144.0,48.0
13549,1,1,1,28.0,28,56,1,29,4,0,6,56.0,28.0
13550,2,7,7,45.0,315,1279,1,29,4,0,6,182.71428571428572,45.0
13551,3,7,7,47.42857142857143,332,2208,1,29,1,0,6,315.42857142857144,47.42857142857143
13552,1,1,2,48.0,96,144,1,29,3,0,6,72.0,48.0
13553,1,1,1,33.0,33,33,1,29,1,0,6,33.0,33.0
13554,1,8,9,50.333333333333336,453,2539,1,29,1,0,6,282.1111111111111,50.333333333333336
13555,1,1,1,57.0,57,57,1,29,2,0,6,57.0,57.0
13556,1,3,3,39.666666666666664,119,311,1,29,3,0,6,103.66666666666667,39.666666666666664
13558,1,2,2,45.0,90,232,1,29,2,0,6,116.0,45.0
13559,1,4,4,52.5,210,606,1,29,2,0,6,151.5,52.5
13560,2,3,3,31.333333333333332,94,178,1,29,1,0,6,59.333333333333336,31.333333333333332
13561,2,3,3,46.0,138,377,1,9,1,0,6,125.66666666666667,46.0
13562,3,9,12,39.916666666666664,479,3856,1,29,1,0,6,321.3333333333333,39.916666666666664
13564,1,1,1,43.0,43,43,1,29,1,0,6,43.0,43.0
13565,3,5,5,55.4,277,1355,1,29,2,0,6,271.0,55.4
13566,1,1,1,33.0,33,33,1,29,1,0,6,33.0,33.0
13567,4,20,21,40.42857142857143,849,10645,1,29,3,0,6,506.9047619047619,40.42857142857143
13568,1,1,1,28.0,28,56,1,29,1,0,6,56.0,28.0
13570,1,2,2,47.5,95,228,1,29,2,0,6,114.0,47.5
13571,1,1,1,52.0,52,52,1,29,2,0,6,52.0,52.0
13572,1,3,3,52.333333333333336,157,309,1,29,2,0,6,103.0,52.333333333333336
13573,1,1,1,23.0,23,23,1,29,3,0,6,23.0,23.0
13574,2,4,4,44.0,176,471,1,29,2,0,6,117.75,44.0
13575,1,1,2,67.0,134,201,1,29,2,0,6,100.5,67.0
13576,1,1,1,38.0,38,38,1,29,2,0,6,38.0,38.0
13577,2,9,12,51.5,618,5309,1,29,2,0,6,442.4166666666667,51.5
13578,3,5,5,44.8,224,702,1,29,1,0,6,140.4,44.8
13579,2,2,3,47.333333333333336,142,341,1,29,2,0,6,113.66666666666667,47.333333333333336
13580,1,1,1,38.0,38,76,1,29,2,0,6,76.0,38.0
13581,2,3,3,56.666666666666664,170,486,1,29,1,0,6,162.0,56.666666666666664
13582,2,4,4,52.5,210,1092,1,29,1,0,6,273.0,52.5
13584,2,2,2,25.5,51,79,1,29,3,0,6,39.5,25.5
13585,2,8,8,34.75,278,1453,1,29,1,0,6,181.625,34.75
13586,1,1,1,38.0,38,38,1,29,2,0,6,38.0,38.0
13587,3,11,13,42.76923076923077,556,3900,1,29,2,0,6,300.0,42.76923076923077
13588,4,6,6,41.166666666666664,247,1136,1,29,3,0,6,189.33333333333334,41.166666666666664
13589,2,4,5,48.8,244,721,1,29,2,0,6,144.2,48.8
13590,1,1,1,33.0,33,33,1,29,4,0,6,33.0,33.0
13591,2,2,2,47.5,95,152,1,29,2,0,6,76.0,47.5
13592,2,5,6,49.666666666666664,298,1366,1,29,2,0,6,227.66666666666666,49.666666666666664
13593,1,2,2,40.5,81,200,1,29,1,0,6,100.0,40.5
13594,3,16,16,41.625,666,6428,1,29,3,0,6,401.75,41.625
13595,1,2,2,49.0,98,174,1,29,1,0,6,87.0,49.0
13596,1,2,2,60.0,120,158,1,29,1,0,6,79.0,60.0
13597,4,14,17,41.294117647058826,702,7249,1,29,1,0,6,426.4117647058824,41.294117647058826
13598,2,4,4,39.0,156,451,1,29,1,0,6,112.75,39.0
13599,1,2,2,33.0,66,104,1,29,1,0,6,52.0,33.0
13600,2,7,7,40.0,280,1140,1,29,4,0,6,162.85714285714286,40.0
13601,4,10,10,44.5,445,3769,1,29,1,0,6,376.9,44.5
13602,2,2,2,41.5,83,197,1,29,2,0,6,98.5,41.5
13603,1,1,1,38.0,38,38,1,29,2,0,6,38.0,38.0
13604,1,1,1,52.0,52,52,1,29,2,0,6,52.0,52.0
13605,1,1,1,43.0,43,43,1,29,3,0,6,43.0,43.0
13606,1,1,1,28.0,28,28,1,29,3,0,6,28.0,28.0
13607,1,1,1,28.0,28,28,1,29,1,0,6,28.0,28.0
13608,1,2,2,57.0,114,176,1,29,2,0,6,88.0,57.0
13609,1,1,1,38.0,38,38,1,29,1,0,6,38.0,38.0
13610,3,15,21,39.714285714285715,834,9724,1,29,3,0,6,463.04761904761904,39.714285714285715
13611,1,5,5,49.4,247,983,1,29,2,0,6,196.6,49.4
13612,1,4,4,48.75,195,491,1,29,2,0,6,122.75,48.75
13613,4,8,8,49.875,399,1945,1,29,3,0,6,243.125,49.875
13614,1,3,3,29.666666666666668,89,183,1,29,3,0,6,61.0,29.666666666666668
13615,1,2,2,46.5,93,148,1,29,3,0,6,74.0,46.5
13616,2,9,9,47.333333333333336,426,2424,1,29,1,0,6,269.3333333333333,47.333333333333336
13617,1,1,1,38.0,38,38,1,29,2,0,6,38.0,38.0
13618,1,1,1,38.0,38,38,1,29,2,0,6,38.0,38.0
13619,3,11,11,42.63636363636363,469,3555,1,29,2,0,6,323.1818181818182,42.63636363636363
13620,1,8,10,52.4,524,3406,1,29,2,0,6,340.6,52.4
13621,1,1,1,33.0,33,33,1,29,4,0,6,33.0,33.0
13622,3,9,11,44.54545454545455,490,2769,1,29,2,0,6,251.72727272727272,44.54545454545455
13623,1,1,1,57.0,57,57,1,29,2,0,6,57.0,57.0
13624,4,19,48,47.083333333333336,2260,64356,1,29,2,0,6,1340.75,47.083333333333336
13625,2,11,12,53.166666666666664,638,3932,1,29,2,0,6,327.6666666666667,53.166666666666664
13626,1,2,2,52.5,105,167,1,29,1,0,6,83.5,52.5
13627,1,1,1,38.0,38,38,1,29,1,0,6,38.0,38.0
13628,2,3,4,41.75,167,415,1,29,1,0,6,103.75,41.75
13629,1,4,4,39.0,156,412,1,29,1,0,6,103.0,39.0
13631,2,5,5,43.6,218,592,1,29,4,0,6,118.4,43.6
13632,1,2,2,48.0,96,144,1,29,3,0,6,72.0,48.0
13633,1,1,1,52.0,52,52,1,29,2,0,6,52.0,52.0
13634,2,4,4,42.75,171,685,1,29,1,0,6,171.25,42.75
13635,3,16,16,48.25,772,6753,1,44,2,0,6,422.0625,48.25
13636,2,2,2,33.0,66,104,1,29,1,0,6,52.0,33.0
13637,4,6,6,48.333333333333336,290,1005,1,29,1,0,6,167.5,48.333333333333336
13638,2,4,4,41.75,167,558,1,29,1,0,6,139.5,41.75
13639,2,6,7,48.142857142857146,337,1529,1,29,2,0,6,218.42857142857142,48.142857142857146
13640,1,2,2,45.0,90,142,1,29,2,0,6,71.0,45.0
13641,2,5,5,31.0,155,577,1,29,4,0,6,115.4,31.0
13642,2,3,3,38.333333333333336,115,249,1,29,3,0,6,83.0,38.333333333333336
13643,3,11,11,51.27272727272727,564,3480,1,29,1,0,6,316.3636363636364,51.27272727272727
13644,2,3,3,51.0,153,511,1,46,1,0,6,170.33333333333334,51.0
13645,1,3,3,38.0,114,241,1,29,1,0,6,80.33333333333333,38.0
13646,2,11,11,50.72727272727273,558,4238,1,9,1,0,6,385.27272727272725,50.72727272727273
13647,1,3,4,58.25,233,808,1,29,2,0,6,202.0,58.25
13648,2,3,3,52.666666666666664,158,340,1,29,3,0,6,113.33333333333333,52.666666666666664
13649,1,9,11,51.0,561,3943,1,9,2,0,6,358.45454545454544,51.0
13650,1,2,2,38.0,76,109,1,9,1,0,6,54.5,38.0
13651,1,1,1,33.0,33,33,1,29,1,0,6,33.0,33.0
13652,1,1,1,48.0,48,48,1,29,3,0,6,48.0,48.0
13653,3,7,7,49.142857142857146,344,1236,1,9,3,0,6,176.57142857142858,49.142857142857146
13654,2,10,10,36.5,365,2289,1,29,4,0,6,228.9,36.5
13655,4,11,11,38.90909090909091,428,2399,1,29,3,0,6,218.0909090909091,38.90909090909091
13656,1,1,1,52.0,52,52,1,29,2,0,6,52.0,52.0
13657,1,34,43,45.06976744186046,1938,52861,1,9,1,0,6,1229.3255813953488,45.06976744186046
13658,3,22,24,35.416666666666664,850,12691,1,29,4,0,6,528.7916666666666,35.416666666666664
13659,1,6,6,39.5,237,833,1,29,3,0,6,138.83333333333334,39.5
13660,2,6,8,48.0,384,1595,1,29,2,0,6,199.375,48.0
13661,1,3,3,45.333333333333336,136,282,1,9,1,0,6,94.0,45.333333333333336
13662,1,2,2,52.5,105,167,1,9,1,0,6,83.5,52.5
13663,1,1,1,38.0,38,38,1,29,4,0,6,38.0,38.0
13664,3,28,35,45.91428571428571,1607,45217,1,9,1,0,6,1291.9142857142858,45.91428571428571
13665,4,26,26,40.80769230769231,1061,14913,1,29,1,0,6,573.5769230769231,40.80769230769231
13666,1,7,8,37.375,299,1584,1,29,4,0,6,198.0,37.375
13667,1,1,2,52.0,104,156,1,29,2,0,6,78.0,52.0
13669,1,1,1,38.0,38,38,1,29,2,0,6,38.0,38.0
13671,1,2,4,49.0,196,490,1,29,3,0,6,122.5,49.0
13672,1,1,1,23.0,23,23,1,29,3,0,6,23.0,23.0
13673,2,5,5,42.8,214,624,1,29,4,0,6,124.8,42.8
13674,1,1,1,33.0,33,33,1,29,4,0,6,33.0,33.0
13675,4,10,10,37.5,375,2586,1,29,3,0,6,258.6,37.5
13676,3,4,4,38.5,154,342,1,29,4,1,6,85.5,38.5
13677,3,9,12,30.5,366,3229,1,29,4,1,6,269.0833333333333,30.5
13678,4,13,13,39.38461538461539,512,4234,1,29,4,1,6,325.6923076923077,39.38461538461539
13679,1,3,3,61.333333333333336,184,368,1,29,1,1,6,122.66666666666667,61.333333333333336
13680,3,9,9,39.888888888888886,359,1654,1,29,1,1,6,183.77777777777777,39.888888888888886
13681,1,1,1,43.0,43,43,1,9,2,1,6,43.0,43.0
13682,1,1,1,57.0,57,57,1,9,2,1,6,57.0,57.0
13683,2,4,5,39.0,195,625,1,29,3,1,6,125.0,39.0
13684,1,2,2,33.0,66,165,1,29,4,1,6,82.5,33.0
13685,2,3,3,44.333333333333336,133,270,1,29,2,1,6,90.0,44.333333333333336
13686,2,3,5,27.0,135,499,1,29,4,1,6,99.8,27.0
13687,2,12,13,37.23076923076923,484,4417,1,29,4,1,6,339.7692307692308,37.23076923076923
